listing_id,url,source_discovery,detail_html_captured,description_source,purpose,property_type,price,price_period,currency,bedrooms,bathrooms,area_sqm,location_raw,agency_name,is_verified,date_listed,description_raw,language,compound_name,developer_name,governorate,city,district,finishing_level,delivery_status,delivery_date,sale_type,payment_type,down_payment_amount,down_payment_pct,installment_years,installment_amount,installment_frequency,cash_discount_pct,amenities,floor_number,garden_area_sqm,roof_area_sqm,is_negotiable,price_per_sqm,total_installment_cost
503984107,https://www.bayut.eg/en/property/details-503984107.html,algolia,True,detail_html,sale,duplex,9752962.0,,EGP,4.0,3.0,224.0,"Egypt, Cairo, New Cairo, 1st Settlement, Taj City Compound",Falcon Real Estate,False,2026-08-24,"Duplex for sale 224 meters private roof on a very special view landscape & greenery compound in Taj City Compound

With an area of 224 meters + 77 meters private roof
(4 large rooms, one of them is a master + 3 bathrooms + large reception garden view)
With a distinctive division
A fully serviced compound and more than 600 families live

Cash required 1,189,967 and the rest is in installments over 8 years without interest
for more details View Contact Detail Available call & WhatsApp
---------
The compound is in a distinctive location with two destinations

The first destination is in front of Cairo Airport on the Suez Road
The second destination is in front of Kempinski Hotel, JW Marriott and the Police Academy",en,,,Cairo,New Cairo,1st Settlement,,ready,,primary,both,,,8.0,,,,"Laundry Facility, Shared Kitchen, 24 Hours Concierge, Cleaning Services, Centrally Air-Conditioned, Water Meter, Storage Areas, Landline, Barbeque Area, Swimming Pool, Business Center, Conference Room, Intercom, Jacuzzi, Kids Play Area, Day Care Center, Electricity Backup, Waste Disposal, Balcony or Terrace, Built in Kitchen Appliances, Lawn or Garden, Security Staff, Gym or Health Club, Lobby in Building, Double Glazed Windows, First Aid Medical Center, Laundry Room, Broadband Internet, Satellite/Cable TV, Sauna, Steam Room, Maintenance Staff, CCTV Security, Cafeteria or Canteen, خدمة غسيل ملابس, مطبخ مشترك, حراسة 24 ساعة, خدمات تنظيف, نظام تبريد مركزي, عداد مياه, مناطق تخزين, خط أرضي, مكان مخصص للشواء, مسبح, مركز أعمال, غرفة اجتماعات, اتصال داخلي, جاكوزي, منطقة لعب للأطفال, مركز رعاية أطفال, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, شرفة أو تراس, أجهزة مطبخ مدمجة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, ردهة إستقبال, نوافذ زجاجية مزدوجة, مركز للإسعافات الأولية, غرفة غسيل, انترنت واسع النطاق, كابل قنوات تلفزيونية, ساونا, غرفة بخار, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, garden",,,,,43540.00892857143,
503983934,https://www.bayut.eg/en/property/details-503983934.html,algolia,True,detail_html,sale,other,17100000.0,,EGP,0.0,0.0,76.0,"Egypt, Giza, Sheikh Zayed, THRU",Abrag Two,False,2026-08-24,"76 sqm shop for sale in Thru Mall, Sheikh Zayed City—located directly on the Dahshur Link Road

Situated at the entrance to New Sheikh Zayed City

Prime location

Delivery in two years

The shop features a prominent frontage, making it suitable for a maintenance center, automotive service facility (e. g. , Fit & Fix), or car showroom

Option to easily install a mezzanine or a vehicle lift

Ceiling height: 5.5 meters

Down payment: 1,700,000

Remaining balance: 15,400,000

Quarterly installments: 481,250

Total price: 17,100,000",en,,,Giza,Sheikh Zayed,THRU,,,,,installments,1710000.0,,,,quarterly,,elevator,,,,,225000.0,
503971586,https://www.bayut.eg/en/property/details-503971586.html,algolia,True,detail_html,sale,other,67500000.0,,EGP,0.0,0.0,250.0,"Egypt, Cairo, New Cairo, 5th Settlement, Podium Cairo Festival City Admin Buildings",Egypt Best Properties (EBP),False,2026-08-20,"Office for Sale in Cairo Festival City 5th Settlement New Cairo. 
Resale Under Market Price. 
Ready to Move. High End Fully Finished. 
250sqm. 
Prime Location. Podim 6
Contact us for Showing & More Units in CFC
Price 67.500. 000 Cash

At EBP, we are more than just a real estate agency. For nearly 20 years, we have provided excellent service to clients from all over the world and managed a portfolio of properties for a wide range of buyers, investors, international companies, and local organizations.",en,,,Cairo,New Cairo,5th Settlement,fully finished,ready,,resale,cash,,,,,,,"Covered parking, Security Staff, Electricity Meter, Centrally Air-Conditioned, Water Meter, Elevators in Building, Lobby in Building, Double Glazed Windows, Electricity Backup, Service Elevators, Business Center, Conference Room, Reception/Waiting Room, CCTV Security, مواقف مغطاة للسيارات, أمن و حماية, عداد كهرباء, نظام تبريد مركزي, عداد مياه, مصاعد, ردهة إستقبال, نوافذ زجاجية مزدوجة, نظام كهرباء احتياطي للطوارئ, خدمات المصاعد, مركز أعمال, غرفة اجتماعات, غرفة استقبال /انتظار, نظام كاميرات مراقبة",,,,,270000.0,
503971092,https://www.bayut.eg/en/property/details-503971092.html,algolia,True,detail_html,sale,other,86000000.0,,EGP,0.0,0.0,483.0,"Egypt, Cairo, New Cairo, 5th Settlement, One Ninety Compound",Egypt Best Properties (EBP),False,2026-08-20,"Office For Sale in One Ninety Mall Fifth Settlement New Cairo
Resale Under Market Price
483 sqm. 
Delivery 2027
Prime Location
Contact us for More Units in One Ninety
Down Payment 42.740. 000
Maintenance 4.479. 000
Total Price 86.000. 000

At EBP, we are more than just a real estate agency. For nearly 20 years, we have provided excellent service to clients from all over the world and managed a portfolio of properties for a wide range of buyers, investors, international companies, and local organizations.",en,,,Cairo,New Cairo,5th Settlement,,off-plan,2027,resale,installments,42740000.0,,4.0,,,,"Covered parking, Security Staff, Electricity Meter, Water Meter, Elevators in Building, Lobby in Building, Double Glazed Windows, Electricity Backup, Service Elevators, Business Center, Conference Room, ATM Facility, Reception/Waiting Room, CCTV Security, مواقف مغطاة للسيارات, أمن و حماية, عداد كهرباء, عداد مياه, مصاعد, ردهة إستقبال, نوافذ زجاجية مزدوجة, نظام كهرباء احتياطي للطوارئ, خدمات المصاعد, مركز أعمال, غرفة اجتماعات, توفر أجهزة السحب الآلي, غرفة استقبال /انتظار, نظام كاميرات مراقبة",,,,,178053.83022774328,
208730015,https://www.bayut.eg/en/property/details-208730015.html,algolia,True,detail_html,sale,apartment,7000000.0,,EGP,3.0,2.0,176.0,"Egypt, Cairo, New Cairo, 5th Settlement, Al Narges",,False,2026-08-19,"من المالك مباشرة بدون وسيط
للتواصل : View Contact Detail#View Contact Detail

شقة بالتجمع الخامس - منطقة النرجس 1
موقع مميز جدا
- دقيقه مشي لشارع التسعين الجنوبي
- دقيقتين مشي لمحطه المونوريل
- ٥ دقائق مشي لمنطقة الخدمات و كارفور

مواصفات الشقه:
شقة 176 متر + جراج
- ٣ غرف + ريسبشن + غرفه معيشه صغيره + ٢ حمام + مطبخ
- الدور الأول - ناصيه ( بانوراما )
- تشطيب سوبر لوكس ( جاهزه للسكن فورا )
- ٢ بلكونه
- عداد مياه منفصل
- عداد كهرباء
- الغاز داخل للمطبخ ( بدون عداد )
- هاتف أرضي
- أسانسير للعقار
- جراج تحت العقار
- أمن أمام مدخل العقار ٢٤ ساعه
- موقع مميز جدا ( أمام فندق توليب )
- غير مجروحه تماما
- بحري
- بالمطبخ
- أطقم الحمام ديوراڤيت و إيديال ستاندارد ( عالي الجوده )
- بدون أجهزه كهربائيه ( التكييف و السخان … إلخ )
- يوجد حارس خاص بالعقار",mixed,,,Cairo,New Cairo,5th Settlement,super lux,ready,,primary,,,,,,,,"Completion Year, سنة البناء, garage, elevator",1.0,,,,39772.72727272727,
503869801,https://www.bayut.eg/en/property/details-503869801.html,algolia,True,detail_html,sale,apartment,5300000.0,,EGP,3.0,2.0,155.0,"Egypt, Alexandria, Smoha",Remax Avalon,False,2026-08-01,"شقة للبيع 155 م سموحة ( كومباوند ايست تاورز ) - 5,300,000 ج - الوكيل / أحمد ماهر View Contact Detail
* 3 غرف 2 ريسيبشن 2 حمام
* منهم غرفة ماستر
* مرخصة
* تشطيب كامل
* فيو مفتوح
* مدخل فندقي
* دور منخفض
* 2 اسانسير
* كود : 041376
* تواصل واتس اب : https://wa. me/View Contact Detail
________________________________________",mixed,,,Alexandria,Smoha,Smoha,fully finished,ready,,resale,,,,,,,,elevator,,,,,34193.54838709677,
503826338,https://www.bayut.eg/en/property/details-503826338.html,algolia,True,detail_html,sale,apartment,5805000.0,,EGP,3.0,3.0,215.0,"Egypt, Cairo, New Cairo, 5th Settlement, Beit Al Watan",Gohara el Shiek Real Estate,False,2026-07-22,"Apartment for Sale in New Cairo – Fifth Settlement – Beit Al Watan –
District 8
Area: 215 sqm
Third Floor
3 Bedrooms
Master Bedroom with Private Bathroom & Dressing Room
3 Bathrooms
Located in a Fully Serviced and Ready-to-Live Area
Practical Layout and Spacious Living Areas
Ideal for Family Living or Investment
Prime Location Close to Major Services and Main Roads
Close to Al Ahly Club
Close to Clubs Street
Close to Bin Zayed Axis
Close to the New Administrative Capital
Close to the Monorail Station
Close to Al-Fattah Al-Aleem Mosque
A Great Opportunity for Luxury Living or Investment in One of the Best Locations in New Cairo",en,,,Cairo,New Cairo,5th Settlement,super lux,ready,,primary,installments,2902500.0,,,,,,"Completion Year, Parking Spaces, Total Floors, Balcony or Terrace, Elevators in Building, Down Payment, Service Elevators, Number of Bathrooms, Number of Bedrooms, سنة البناء, مواقف سيارات, عدد الطوابق, شرفة أو تراس, مصاعد, المقدم, خدمات المصاعد, عدد دورات المياه, عدد الغرف",3.0,,,,27000.0,
503345607,https://www.bayut.eg/en/property/details-503345607.html,algolia,True,detail_html,sale,townhouse,13400000.0,,EGP,4.0,4.0,176.0,"Egypt, Cairo, New Cairo, 5th Settlement, Azzar 2",4 C,False,2026-04-08,"Townhouse Villa for sale 4 bdr dp & installments in a prime location with open landscaped view in Azzar 2 Fifth Settlement New Cairo near Marasem Fifth Square


Azzar 2 Fifth Settlement

New Cairo

Townhouse Villa for Sale

ready to move

Prime Location

Open Landscape View

4 Bedrooms

4 Bathrooms

Reception

Nanny room with bathroom

Down Payment 11,200,000


__
Project Overview
Azzar 2 is a distinctive residential project developed by ReMark, located in the heart of the Fifth Settlement near 90 Street. The project features modern designs, wide green spaces, integrated services, and a strong location suitable for living and investment
__
Nearby Projects
Katameya Dunes
Mivida
Marasem Fifth Square
Palm Hills New Cairo",en,Palm Hills New Cairo,Palm Hills Developments,Cairo,New Cairo,5th Settlement,,ready,,resale,installments,11200000.0,,,,,,"Kids Play Area, Cafeteria or Canteen, Covered parking, Pets Allowed, Lawn or Garden, Day Care Center, منطقة لعب للأطفال, كافيتيريا, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, مركز رعاية أطفال, garden",,,,,76136.36363636363,
502763166,https://www.bayut.eg/en/property/details-502763166.html,algolia,True,detail_html,sale,villa,14000000.0,,EGP,4.0,3.0,185.0,"Egypt, Cairo, New Cairo, 5th Settlement, Azzar Compound",Egy Property,False,2025-10-30,"CODE : VY-D-01675-00005

Villa with a prime view and a special price for sale in Azzar Compound, New Cairo

Bua: 185 sqm

4 bedrooms
3 bathrooms

Prime location
Available for installments over the longest period

Greenery View
Special price for a limited time

You can also offer your unit with us!
Contact us for more details!

CODE : VY-D-01675-00005

EgyProperty connects you with Egypt's most sought-after residential and investment opportunities. Explore premium developments including Mivida, Uptown Cairo, Marassi, Hyde Park, Hacienda Bay, Palm Hills, and more, with expert guidance, verified listings, transparent advice, and a seamless property-buying experience from your first inquiry to handover.",en,Hacienda Bay,Palm Hills Developments,Cairo,New Cairo,5th Settlement,super lux,ready,,resale,installments,,,,,,,"CCTV Security, Maintenance Staff, Pets Allowed, Business Center, Natural Gas, Lobby in Building, Built in Kitchen Appliances, Water Meter, Landline, Balcony or Terrace, Covered parking, Lawn or Garden, Security Staff, Cleaning Services, Electricity Meter, نظام كاميرات مراقبة, خدمات صيانة, مسموح بالحيوانات الاليفة, مركز أعمال, غاز طبيعي, ردهة إستقبال, أجهزة مطبخ مدمجة, عداد مياه, خط أرضي, شرفة أو تراس, مواقف مغطاة للسيارات, حديقة, أمن و حماية, خدمات تنظيف, عداد كهرباء, garden",,,,,75675.67567567568,
321886869,https://www.bayut.eg/تفاصيل-503989083/العقار.html,algolia,False,,sale,apartment,11400000.0,,EGP,3.0,2.0,190.0,"Egypt, Cairo, New Cairo, 5th Settlement, Beit Al Watan",أكاديا العقارية,False,2026-08-24,,,,,Cairo,New Cairo,5th Settlement,,ready,,resale,,,,,,,,"24 Hours Concierge, Maintenance Staff, Security Staff, Waste Disposal, CCTV Security, Cleaning Services, حراسة 24 ساعة, خدمات صيانة, أمن و حماية, مكبّ نفايات, نظام كاميرات مراقبة, خدمات تنظيف, garden",,120.0,,,60000.0,
321884787,https://www.bayut.eg/تفاصيل-503988089/العقار.html,algolia,False,,sale,apartment,8000000.0,,EGP,3.0,3.0,152.0,"Egypt, Cairo, New Cairo, 5th Settlement, Galleria Moon Valley Compound",Better Estate,False,2026-08-24,,,Galleria Moon Valley,,Cairo,New Cairo,5th Settlement,,ready,,resale,cash,,,,,,,garage,,,,,52631.57894736842,
503987438,https://www.bayut.eg/en/property/details-503987438.html,algolia,True,detail_html,sale,villa,20000000.0,,EGP,4.0,3.0,200.0,"Egypt, Cairo, New Cairo, 5th Settlement, Hyde Park New Cairo Compound",Falcon Real Estate,False,2026-08-24,"Own Your Villa with a 25% Discount in One of the Most Prestigious Projects in New Cairo – Hyde Park New Cairo
Villa Area: 200 sqm + Private Garden
3 Floors: Ground Floor with Garden + First Floor + Roof
Exceptional Layout: 4 Bedrooms + 4 Bathrooms + Reception with a Breathtaking View
Prime Location in the Heart of Golden Square with an Exceptional View
For Viewings and More Details: View Contact Detail + WhatsApp",en,Palm Hills,Mountain View (DMG),Cairo,New Cairo,5th Settlement,,ready,,primary,,,,,,,,"Balcony or Terrace, Built in Kitchen Appliances, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, Barbeque Area, Day Care Center, First Aid Medical Center, Jacuzzi, Sauna, CCTV Security, شرفة أو تراس, أجهزة مطبخ مدمجة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, مكان مخصص للشواء, مركز رعاية أطفال, مركز للإسعافات الأولية, جاكوزي, ساونا, نظام كاميرات مراقبة, garden",,3.0,,,100000.0,
503985277,https://www.bayut.eg/en/property/details-503985277.html,algolia,True,detail_html,sale,villa,19000000.0,,EGP,5.0,5.0,265.0,"Egypt, Matruh, North Coast, Alamein, Marina 5",Falcon Real Estate,False,2026-08-24,"Your dream villa, first row on the sand – directly facing the sea. 

100% breathtaking sea view from every direction with a private beach. 

Fully furnished for immediate occupancy (ultra-super-lux finishing + furniture + appliances + kitchen + air conditioning). 

Area: 265 square meters + 80 square meter garden. 

Smart layout with open sea view. 

You'll see the sea from every angle, whether from the reception or bedrooms. You'll feel like the sea is right in front of you every moment. 

For details and a video, contact us now: View Contact Detail (WhatsApp/Phone).",en,Marassi,,Matruh,North Coast,Alamein,furnished,ready,,primary,,,,,,,,"First Aid Medical Center, Jacuzzi, Kids Play Area, Sauna, Cafeteria or Canteen, Electricity Meter, Built in Kitchen Appliances, Covered parking, Pets Allowed, Lawn or Garden, Gym or Health Club, Swimming Pool, Sea view, Water Meter, Natural Gas, Landline, Barbeque Area, Day Care Center, Facilities for Disabled, مركز للإسعافات الأولية, جاكوزي, منطقة لعب للأطفال, ساونا, كافيتيريا, عداد كهرباء, أجهزة مطبخ مدمجة, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, صالة رياضية أو نادي صحي, مسبح, يطل على البحر, عداد مياه, غاز طبيعي, خط أرضي, مكان مخصص للشواء, مركز رعاية أطفال, تسهيلات لأصحاب الهمم, garden, sea view",,,,,71698.11320754717,
321856439,https://www.bayut.eg/تفاصيل-208669341/العقار.html,algolia,False,,sale,chalet,20000000.0,,EGP,2.0,2.0,122.0,"Egypt, Matruh, North Coast, South Med",,False,2026-08-21,,,,,Matruh,North Coast,South Med,,ready,,resale,installments,,,,,monthly,,"Completion Year, Balcony or Terrace, Built in Kitchen Appliances, Security Staff, Swimming Pool, For vacation, سنة البناء, شرفة أو تراس, أجهزة مطبخ مدمجة, أمن و حماية, مسبح, للعطلة, balcony",,,,,163934.4262295082,
321491700,https://www.bayut.eg/تفاصيل-503831858/العقار.html,algolia,False,,sale,apartment,2996000.0,,EGP,1.0,2.0,94.0,"Egypt, Matruh, North Coast, Alamein, Latin District",Sales spot Real Estate,False,2026-07-23,,,,,Matruh,North Coast,Alamein,super lux,ready,,primary,both,,,,,,,"Balcony or Terrace, Lawn or Garden, Security Staff, Gym or Health Club, Waste Disposal, First Aid Medical Center, Freehold, Maintenance Staff, CCTV Security, Facilities for Disabled, Cleaning Services, شرفة أو تراس, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مكبّ نفايات, مركز للإسعافات الأولية, التملك الحر, خدمات صيانة, نظام كاميرات مراقبة, تسهيلات لأصحاب الهمم, خدمات تنظيف",,,,,31872.340425531915,
503988437,https://www.bayut.eg/en/property/details-503988437.html,algolia,True,detail_html,sale,apartment,7150000.0,,EGP,3.0,2.0,119.0,"Egypt, Cairo, New Cairo, Rehab City",Home approach,False,2026-08-24,"119 sqm apartment for sale in Rehab City, Phase 7, located on the first floor with full northern exposure and an open view overlooking landscaped areas. 
The apartment features:
3 Bedrooms3 BathroomsSpacious 2-piece receptionGood finishingNatural gasLow annual maintenance feesPrime location close to the Eastern Market, restaurants, banks, Martyr Pilot Hisham Mosque, the club, and Gate 21.",en,Al Rehab,,Cairo,New Cairo,Rehab City,,ready,,resale,,,,,,,,garden,,,,,60084.033613445376,
321883937,https://www.bayut.eg/تفاصيل-503987180/العقار.html,algolia,False,,sale,apartment,13872270.0,,EGP,3.0,3.0,178.0,"Egypt, Cairo, Madinaty",AL Essamy Group,False,2026-08-24,,,Madinaty,,Cairo,Madinaty,,,ready,,resale,installments,7333000.0,,,,,,"Centrally Air-Conditioned, Water Meter, Storage Areas, Natural Gas, Electricity Backup, Waste Disposal, First Aid Medical Center, Business Center, Conference Room, Intercom, Kids Play Area, Maintenance Staff, CCTV Security, Cafeteria or Canteen, Laundry Facility, Shared Kitchen, 24 Hours Concierge, Cleaning Services, Balcony or Terrace, Built in Kitchen Appliances, Central A/C & heating, Covered parking, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Electricity Meter, Service Elevators, Freehold, Furnished, Laundry Room, Broadband Internet, Satellite/Cable TV, Landline, Barbeque Area, Double Glazed Windows, Central Heating, Day Care Center, نظام تبريد مركزي, عداد مياه, مناطق تخزين, غاز طبيعي, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, مركز للإسعافات الأولية, مركز أعمال, غرفة اجتماعات, اتصال داخلي, منطقة لعب للأطفال, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, خدمة غسيل ملابس, مطبخ مشترك, حراسة 24 ساعة, خدمات تنظيف, شرفة أو تراس, أجهزة مطبخ مدمجة, تدفئة وتكييف مركزي, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, عداد كهرباء, خدمات المصاعد, التملك الحر, مفروشة, غرفة غسيل, انترنت واسع النطاق, كابل قنوات تلفزيونية, خط أرضي, مكان مخصص للشواء, نوافذ زجاجية مزدوجة, تدفئة مركزية, مركز رعاية أطفال, garden, balcony",,,,,77934.10112359551,
321881869,https://www.bayut.eg/تفاصيل-503985813/العقار.html,algolia,False,,sale,duplex,10550000.0,,EGP,3.0,3.0,280.0,"Egypt, Cairo, New Cairo, 5th Settlement, Mountain View iCity Compound",Egypt Best Properties (EBP),False,2026-08-24,,,Mountain View iCity,Mountain View (DMG),Cairo,New Cairo,5th Settlement,semi-finished,ready,,primary,installments,8750000.0,,,,,,"Kids Play Area, Sauna, Steam Room, CCTV Security, 24 Hours Concierge, Balcony or Terrace, Built in Kitchen Appliances, Covered parking, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, Electricity Meter, Barbeque Area, Day Care Center, Jacuzzi, Cafeteria or Canteen, Laundry Facility, Shared Kitchen, First Aid Medical Center, Laundry Room, Business Center, Conference Room, منطقة لعب للأطفال, ساونا, غرفة بخار, نظام كاميرات مراقبة, حراسة 24 ساعة, شرفة أو تراس, أجهزة مطبخ مدمجة, مواقف مغطاة للسيارات, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, عداد كهرباء, مكان مخصص للشواء, مركز رعاية أطفال, جاكوزي, كافيتيريا, خدمة غسيل ملابس, مطبخ مشترك, مركز للإسعافات الأولية, غرفة غسيل, مركز أعمال, غرفة اجتماعات",,,,,37678.57142857143,
321886760,https://www.bayut.eg/تفاصيل-503985251/العقار.html,algolia,False,,sale,chalet,6400000.0,,EGP,1.0,1.0,100.0,"Egypt, Matruh, North Coast, Alamein, Mazarine",Falcon Real Estate,False,2026-08-24,,,Marassi,,Matruh,North Coast,Alamein,,ready,,primary,installments,,,,,,,"Balcony or Terrace, Covered parking, Maids Room, Pets Allowed, Security Staff, Gym or Health Club, CCTV Security, Sea view, شرفة أو تراس, مواقف مغطاة للسيارات, غرفة خدم, مسموح بالحيوانات الاليفة, أمن و حماية, صالة رياضية أو نادي صحي, نظام كاميرات مراقبة, يطل على البحر, pool, sea view",,,,,64000.0,
503077506,https://www.bayut.eg/en/property/details-503077506.html,algolia,True,detail_html,sale,other,6800000.0,,EGP,0.0,0.0,42.0,"Egypt, Cairo, New Cairo, 5th Settlement",VRE Developments,False,2026-01-24,"Shop for sale in New Cairo's Fifth Settlement, in the largest commercial, administrative, and medical mall in the area. The shop is 42 square meters, located on the plaza, directly in front of the escalators, and includes a parking space. Suitable for any business activity. 

Location:

Second building from North 90th Street, one minute from the Public Prosecutor's Office, in the Golden Square area, opposite Dar Al Qarnafel 5 & 7. 

About the project:

- Commercial, administrative, and medical mall

- Built on an area of 2700 square meters

- Consists of: Ground floor + 3 floors

- Ground and first floors: Retail shops

- Second floor: Medical clinics

- Third floor: Administrative offices

Mall services:

- Security and guarding
- Panoramic elevators
- Regular elevators
- Escalators
- Private parking
- Restaurants and cafes
- Kids' area
- Gym
- Maintenance and cleaning services

Payment plans:

No down payment and installments up to 5 years

Only a 10% down payment and installments up to 6 years with no interest

Down payment starting from only 15%, installments up to 7 years with no interest",en,,,Cairo,New Cairo,5th Settlement,,,,,installments,680000.0,0.0,6.0,,,,"First Aid Medical Center, Total Floors, Business Center, Kids Play Area, Elevators in Building, Cafeteria or Canteen, Shared Kitchen, Service Elevators, Double Glazed Windows, Intercom, Built in Kitchen Appliances, Balcony or Terrace, Day Care Center, Lobby in Building, Waste Disposal, Freehold, Reception/Waiting Room, Maintenance Staff, CCTV Security, Covered parking, Laundry Facility, Facilities for Disabled, Parking Spaces, 24 Hours Concierge, Cleaning Services, Maids Room, Pets Allowed, Security Staff, Gym or Health Club, Electricity Meter, Down Payment, Barbeque Area, Electricity Backup, Prayer Room, Laundry Room, Broadband Internet, Satellite/Cable TV, Conference Room, ATM Facility, مركز للإسعافات الأولية, عدد الطوابق, مركز أعمال, منطقة لعب للأطفال, مصاعد, كافيتيريا, مطبخ مشترك, خدمات المصاعد, نوافذ زجاجية مزدوجة, اتصال داخلي, أجهزة مطبخ مدمجة, شرفة أو تراس, مركز رعاية أطفال, ردهة إستقبال, مكبّ نفايات, التملك الحر, غرفة استقبال /انتظار, خدمات صيانة, نظام كاميرات مراقبة, مواقف مغطاة للسيارات, خدمة غسيل ملابس, تسهيلات لأصحاب الهمم, مواقف سيارات, حراسة 24 ساعة, خدمات تنظيف, غرفة خدم, مسموح بالحيوانات الاليفة, أمن و حماية, صالة رياضية أو نادي صحي, عداد كهرباء, المقدم, مكان مخصص للشواء, نظام كهرباء احتياطي للطوارئ, غرفة صلاة, غرفة غسيل, انترنت واسع النطاق, كابل قنوات تلفزيونية, غرفة اجتماعات, توفر أجهزة السحب الآلي, security, garage, elevator, gym",,,,,161904.7619047619,
502465566,https://www.bayut.eg/en/property/details-502465566.html,algolia,True,detail_html,sale,penthouse,9050000.0,,EGP,3.0,2.0,125.0,"Egypt, Matruh, North Coast, Ras Al Hekma, Mountain View Ras Al Hekma",Gate Real Estate,False,2025-08-25,"Hot Deal for Sale – Resale

Unit Type: Penthouse Chalet – Corner
Project: Mountain View North Coast
Phase: Evia

BUA: 125 sqm + Roof 72 sqm
Layout: 3 Bedrooms – 2 Bathrooms
Floor: Second

Finishing: Fully Finished – Super Lux


Down Payment: 5,800,000 EGP
Maintenance Deposit",en,Mountain View Ras El Hikma,Mountain View (DMG),Matruh,North Coast,Ras Al Hekma,super lux,,,resale,installments,5600000.0,,,,,,"Natural Gas, Balcony or Terrace, Security Staff, Electricity Meter, Water Meter, CCTV Security, غاز طبيعي, شرفة أو تراس, أمن و حماية, عداد كهرباء, عداد مياه, نظام كاميرات مراقبة, pool",,,72.0,,72400.0,
321883752,https://www.bayut.eg/تفاصيل-503986912/العقار.html,algolia,False,,sale,villa,10500000.0,,EGP,3.0,4.0,160.0,"Egypt, Cairo, New Cairo, 1st Settlement, Taj City Compound",Falcon Real Estate,False,2026-08-24,,,,,Cairo,New Cairo,1st Settlement,furnished,ready,,primary,cash,,,,,,,"Lawn or Garden, Gym or Health Club, Swimming Pool, Barbeque Area, Day Care Center, First Aid Medical Center, Jacuzzi, Sauna, Cafeteria or Canteen, حديقة, صالة رياضية أو نادي صحي, مسبح, مكان مخصص للشواء, مركز رعاية أطفال, مركز للإسعافات الأولية, جاكوزي, ساونا, كافيتيريا, garden",,,,,65625.0,
321883727,https://www.bayut.eg/تفاصيل-503986898/العقار.html,algolia,False,,sale,villa,19000000.0,,EGP,5.0,5.0,265.0,"Egypt, Matruh, North Coast, Alamein, Marina 5",Falcon Real Estate,False,2026-08-24,,,Marina,,Matruh,North Coast,Alamein,furnished,ready,,primary,,,,,,,,"Built in Kitchen Appliances, Covered parking, Natural Gas, Landline, Barbeque Area, Day Care Center, Sauna, Cafeteria or Canteen, Facilities for Disabled, Pets Allowed, Lawn or Garden, Gym or Health Club, Swimming Pool, Electricity Meter, Sea view, Water Meter, First Aid Medical Center, Jacuzzi, Kids Play Area, أجهزة مطبخ مدمجة, مواقف مغطاة للسيارات, غاز طبيعي, خط أرضي, مكان مخصص للشواء, مركز رعاية أطفال, ساونا, كافيتيريا, تسهيلات لأصحاب الهمم, مسموح بالحيوانات الاليفة, حديقة, صالة رياضية أو نادي صحي, مسبح, عداد كهرباء, يطل على البحر, عداد مياه, مركز للإسعافات الأولية, جاكوزي, منطقة لعب للأطفال, garden, sea view",,,,,71698.11320754717,
503985937,https://www.bayut.eg/en/property/details-503985937.html,algolia,True,detail_html,sale,apartment,3685000.0,,EGP,3.0,2.0,134.0,"Egypt, Cairo, New Cairo, 5th Settlement, Beit Al Watan",بيتي للمقاولات,False,2026-08-24,"The latest project by Beity Real Estate Development
- A prime location for both residence and investment
- Situated in the prestigious ""North House"" district of Beit Al-Watan
- Located along key main arteries:
- Suez Road
- North 90th Street
- Minutes away from Madinaty and Al Rehab City
- Minutes away from Al Ahly Club
- 20 minutes to the New Administrative Capital
- 10 minutes to Cairo Airport
- North-facing frontage overlooking a large park
- Unit sizes: 169 m² (typical floors) / 134–143 m² (ground floor)
- Flexible payment plans over 48 months
- Down payment starting from 25%
- Includes a share in the land, garage space, and a storage unit
- No commissions; deal directly with the developer",en,Madinaty,,Cairo,New Cairo,5th Settlement,,,,primary,installments,921250.0,25.0,,,,,"Freehold, Pets Allowed, Lawn or Garden, Electricity Meter, Water Meter, Storage Areas, Elevators in Building, Completion Year, Balcony or Terrace, Covered parking, Number of Bathrooms, Number of Bedrooms, Distance From Airport (kms), Parking Spaces, Total Floors, التملك الحر, مسموح بالحيوانات الاليفة, حديقة, عداد كهرباء, عداد مياه, مناطق تخزين, مصاعد, سنة البناء, شرفة أو تراس, مواقف مغطاة للسيارات, عدد دورات المياه, عدد الغرف, المسافة من المطار (كم), مواقف سيارات, عدد الطوابق, garage, garden",,,,,27500.0,
